--------- beginning of system
06-28 18:34:55.919  1114  1114 D LocationManagerServiceUtil: ServiceStateChanged numeric = 46003
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest": "8kAADpcRny0My5sa9TarBImvXnGs4epGshhmrbOt2Js=",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 },
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "rules": [],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "labels": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "NORMAL"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 ]
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             }
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         ],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         "com.ximalaya.ting.android": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "policy_version": 2,
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "apk_digest": {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest": "ltEwA2NUWdvMg5xpCVbO2OYvn5VUqmcGgsUQtvGID08=",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 },
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "rules": [],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "labels": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "NORMAL"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 ]
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             }
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         ],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         "com.vmall.client": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "policy_version": 3,
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "apk_digest": {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest": "MjshbEeBIuhNyAmxiJ8bUyQbdfOiMe4LVrdpyfyBLck=",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 },
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "rules": [],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "labels": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "NORMAL"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 ]
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             }
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         ],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         "com.sankuai.meituan": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "policy_version": 3,
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "apk_digest": {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest": "DKU1i0LxsGMELL1XP+nvBf2tmfscYNMyOD1Wcn81I\/g=",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 },
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "rules": [],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "labels": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "NORMAL"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 ]
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             }
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         ],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         "com.sina.weibo": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "policy_version": 2,
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "apk_digest": {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest": "l944bQfPHpM2fV55AYaYSJEECMdSHqTgLq9mpTzbsdM=",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "signature_scheme": "v1_manifest"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 },
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "rules": [],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "labels": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "NORMAL"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 ]
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             }
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         ],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         "com.sina.news": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "policy_version": 8,
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "apk_digest": {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest": "My0BqwfTH8wQzAIOWP3e6su6qpLBI6BtdtIK38yBBxA=",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 },
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "rules": [],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "labels": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "NORMAL"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 ]
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             }
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         ],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         "com.jingdong.app.mall": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "policy_version": 5,
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "apk_digest": {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest": "99vPRWT72SI4wpJtYTyp73R7n8DsnfCYKdJeFo\/XwQ4=",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 },
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "rules": [],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "labels": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "NORMAL"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 ]
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             }
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         ],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         "com.huawei.skytone": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "policy_version": 5,
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "apk_digest": {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest": "bQkvtDA621g+R22lmNBqKIBF1uTK9VrNkTR2wBkOVlo=",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "signature_scheme": "v1_manifest"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 },
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "rules": [],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "labels": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "NORMAL"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 ]
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             }
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         ],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         "com.netease.cloudmusic": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "policy_version": 2,
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "apk_digest": {
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest_algorithm": "SHA-256",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "digest": "AyxPO+T8EMGK\/g8wVSPiiO2znTSj\/u2HjrUHL94IaQI=",
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "signature_scheme": "v2"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 },
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "rules": [],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 "labels": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                     "NORMAL"
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:                 ]
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:             }
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         ],
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:         "com.taobao.taobao": [
06-28 18:34:57.011  1114 13295 D SecurityProfileDB:   
06-28 18:34:57.028 13352 13352 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.startService:1796 android.content.ContextWrapper.startService:664 android.content.ContextWrapper.startService:664 com.android.settings.applications.BlackListReceiver.onReceive:41 android.app.ActivityThread.handleReceiver:3856 
06-28 18:34:57.028  1114  1558 D HwNetworkStatsService: hwMaybeUidAndProcPersistLocked currentTime = 1561718096937
06-28 18:34:57.047  1920  2896 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.ensureIndexSearchServiceBound:342 com.huawei.nb.searchmanager.service.RemoteIndexSearchManager.buildIndex:287 com.huawei.nb.searchmanager.tasker.IndexTasker.doIndexTaskerAction:94 
06-28 18:34:57.063 31111  5137 W ContextImpl: Calling a method in the system process without a qualified user: android.app.ContextImpl.bindService:1876 android.content.ContextWrapper.bindService:698 com.huawei.nb.client.RemoteServiceConnection.open:90 com.huawei.nb.client.DataServiceProxy.connect:129 com.huawei.nb.searchmanager.searchengine.service.RemoteIndexSearchService.getDataServiceProxy:121 
06-28 18:34:57.074  1114  9173 D HwNetworkManagementService: code == CODE_SET_APK_DL_STRATEGY
06-28 18:34:57.074  1114  9173 D HwNetworkManagementService: CODE_SET_APK_DL_STRATEGY, pkgName=[com.baidu.searchbox, com.android.browser], needReset=false
06-28 18:34:57.074  1114  9173 D HwNetworkManagementService: convertPkgNameToUid, pkgName=[com.baidu.searchbox, com.android.browser]
06-28 18:34:57.075  1114  9173 D HwNetworkManagementService: convertPkgNameToUid, pkg=com.baidu.searchbox, uid=10125, under user.id=0
06-28 18:34:57.075  1114  9173 D HwNetworkManagementService: convertPkgNameToUid, pkg=com.android.browser, uid=10104, under user.id=0
06-28 18:34:57.075  1114  9173 D HwNetworkManagementService: CODE_SET_APK_DL_STRATEGY, appUidList=[10125;10104;]
06-28 18:34:57.075  1114  9173 D HwNetworkManagementService: setApkDlFilterRules, appUidList=[10125;10104;], needReset=false
06-28 18:34:57.076  1114  9173 D NetdConnector: SND -> {2554 hwfilter set_apkdl_strategy_rule 10125;10104; not_reset}
06-28 18:34:57.078  1114  1555 D NetdConnector: RCV <- {200 2554 success}
06-28 18:34:57.078  1114  1555 D NetdConnector: RCV <- {200 2554 success}
06-28 18:34:57.085  1114 13295 D SecurityProfileService: updateDomainPolicies,packageList:[com.mixgo.PropertySEO]
06-28 18:34:57.085  1114 13295 D SecurityProfileService: resolveActiveDomainPolicies packageName com.mixgo.PropertySEO
06-28 18:34:57.085  1114 13295 D SecurityProfileUtils: getInstalledApkPath name not found,packageName:com.mixgo.PropertySEO,userId:0
06-28 18:34:57.086  1114 13295 E SecurityProfileService: resolveActiveDomainPolicies packagePath is null
06-28 18:34:57.086  1114 13295 D SecurityProfileDB: writing: {
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:     "overlay_labels": {},
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:     "domains": {
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:         "com.huawei.smarthome": {
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             "policy_version": 6,
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             "apk_digest": {
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:                 "digest": "8kAADpcRny0My5sa9TarBImvXnGs4epGshhmrbOt2Js=",
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             },
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             "rules": [],
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             "labels": [
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:                 "NORMAL"
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             ]
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:         },
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:         "com.ximalaya.ting.android": {
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             "policy_version": 2,
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             "apk_digest": {
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:                 "digest": "ltEwA2NUWdvMg5xpCVbO2OYvn5VUqmcGgsUQtvGID08=",
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:                 "signature_scheme": "v2"
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             },
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             "rules": [],
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             "labels": [
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:                 "NORMAL"
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             ]
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:         },
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:         "com.vmall.client": {
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             "policy_version": 3,
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:             "apk_digest": {
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:                 "digest_algorithm": "SHA-256",
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:                 "digest": "MjshbEeBIuhNyAmxiJ8bUyQbdfOiMe4LVrdpyfyBLck=",
06-28 18:34:57.086  1114 13295 D SecurityProfileDB:                 "signature_scheme": "v2"
